,name,class_id,label,evalution,class_name
175,F. 비르츠,262,-1.0,4,21NG 
176,F. 스타진스키,251,-1.0,4,EBS 
177,F. 아체르비,215,-1.0,4,19 TOTS 
178,F. 아체르비,230,-1.0,4,20 TOTS 
179,F. 아체르비,241,-1.0,4,21 TOTN 
180,F. 아체르비,242,-1.0,4,20 UCL 
181,F. 아체르비,253,-1.0,4,BOE21 
182,F. 예켈,221,-1.0,4,19 UCL 
183,F. 우조호,206,0.0,0,TB 
184,F. 케시에,250,-1.0,4,21 TOTS 
185,F. 케시에,265,-1.0,4,LOL 
186,F. 콜로치니,231,-1.0,4,VTR 
187,F. 포레스티에리,210,1.0,3,GR 
188,G. 가에타노,238,-1.0,4,20NG 
189,G. 라스파도리,253,-1.0,4,BOE21 
190,G. 라스파도리,262,-1.0,4,21NG 
191,G. 레이나,238,-1.0,4,20NG 
192,G. 레이나,242,-1.0,4,20 UCL 
193,G. 스카마카,262,-1.0,4,21NG 
194,G. 야쿠마키스,250,-1.0,4,21 TOTS 
195,G. 자벨라스,251,-1.0,4,EBS 
196,G. 치타이슈빌리,238,-1.0,4,20NG 
197,G. 카스트로빌리,253,-1.0,4,BOE21 
198,G. 크리호비아크,224,-1.0,4,LH 
199,G. 크리호비아크,231,-1.0,4,VTR 
200,G. 크리호비아크,251,-1.0,4,EBS 
201,G. 프라보타,242,-1.0,4,20 UCL 
202,H. 노르트베이트,224,-1.0,4,LH 
203,H. 스토이치코프,101,0.91,3,ICON 
204,H. 스토이치코프,201,0.81,2,NHD 
205,H. 스토이치코프,207,0.81,2,TT 
206,H. 스토이치코프,214,-1.0,4,TC 
207,H. 스토이치코프,224,-1.0,4,LH 
208,H. 스토이치코프,237,-1.0,4,MC 
209,H. 스토이치코프,252,-1.0,4,CAP 
210,H. 스토이치코프,256,-1.0,4,BTB 
211,H. 엘리엇,260,-1.0,4,21 UCL 
212,I. 그르비치,242,-1.0,4,20 UCL 
213,I. 그르비치,260,-1.0,4,21 UCL 
214,I. 라두,260,-1.0,4,21 UCL 
215,I. 메슬리에,262,-1.0,4,21NG 
216,I. 자바르니,253,-1.0,4,BOE21 
217,I. 코르도바,256,-1.0,4,BTB 
218,I. 코르도바,261,-1.0,4,22HR 
219,J. 그바르디올,253,-1.0,4,BOE21 
220,J. 그바르디올,262,-1.0,4,21NG 
221,J. 그뷔드뮌손,206,0.0,0,TB 
222,J. 그뷔드뮌손,224,-1.0,4,LH 
223,J. 그뷔드뮌손,251,-1.0,4,EBS 
224,J. 두덱,261,-1.0,4,22HR 
225,J. 디나 에빔베,260,-1.0,4,21 UCL 
226,J. 라르센,206,0.78,2,TB 
227,J. 라르센,253,-1.0,4,BOE21 
228,J. 라티보디어,297,-1.0,4,MCFC 
229,J. 렌-아델라이드,221,-1.0,4,19 UCL 
230,J. 렌-아델라이드,238,-1.0,4,20NG 
231,J. 무시알라,242,-1.0,4,20 UCL 
232,J. 무시알라,260,-1.0,4,21 UCL 
233,J. 무시알라,262,-1.0,4,21NG 
234,J. 바움가르틀링어,224,-1.0,4,LH 
235,J. 벨링엄,242,-1.0,4,20 UCL 
236,J. 벨링엄,253,-1.0,4,BOE21 
237,J. 벨링엄,259,-1.0,4,22 TOTN 
238,J. 벨링엄,262,-1.0,4,21NG 
239,J. 뵈드바르손,251,-1.0,4,EBS 
240,J. 부르카르트,262,-1.0,4,21NG 
241,J. 브룬 라르센,219,-1.0,4,19NG 
242,J. 브와슈치코프스키,224,-1.0,4,LH 
243,J. 브와슈치코프스키,231,-1.0,4,VTR 
244,J. 브와슈치코프스키,237,-1.0,4,MC 
245,J. 브와슈치코프스키,246,-1.0,4,UP 
246,J. 브와슈치코프스키,251,-1.0,4,EBS 
247,J. 브와슈치코프스키,256,-1.0,4,BTB 
248,J. 스타니시치,260,-1.0,4,21 UCL 
249,J. 아크파 아크프로,242,-1.0,4,20 UCL 
250,J. 알바레스,262,-1.0,4,21NG 
251,J. 옹게네,260,-1.0,4,21 UCL 
252,J. 유라노비치,253,-1.0,4,BOE21 
253,J. 카를손,250,-1.0,4,21 TOTS 
254,J. 콜러,261,-1.0,4,22HR 
255,J. 클라위베르트,210,-1.0,4,GR 
256,J. 태버니어,252,-1.0,4,CAP 
257,J. 토른스트라,246,-1.0,4,UP 
258,J. 팀버르,253,-1.0,4,BOE21 
259,J. 팀버르,260,-1.0,4,21 UCL 
260,J. 팀버르,262,-1.0,4,21NG 
261,J. 팔로미노,221,-1.0,4,19 UCL 
262,J. 푸엔살리다,224,-1.0,4,LH 
263,J. 히메네스,206,0.0,0,TB 
264,J. 히메네스,214,-1.0,4,TC 
265,J. 히메네스,221,-1.0,4,19 UCL 
266,J. 히메네스,222,-1.0,4,20 TOTN 
267,J. 히메네스,224,-1.0,4,LH 
268,J. 히메네스,242,-1.0,4,20 UCL 
269,J. 히메네스,260,-1.0,4,21 UCL 
270,K. 데라푸엔테,242,-1.0,4,20 UCL 
271,K. 몽친스키,251,-1.0,4,EBS 
272,K. 미트로글루,207,1.0,3,TT 
273,K. 미트로글루,224,-1.0,4,LH 
274,K. 미트로글루,237,-1.0,4,MC 
275,K. 술레마나,262,-1.0,4,21NG 
276,K. 시그소르손,246,-1.0,4,UP 
277,K. 시그소르손,251,-1.0,4,EBS 
278,K. 치미카스,242,-1.0,4,20 UCL 
279,K. 치미카스,260,-1.0,4,21 UCL 
280,K. 테일러,260,-1.0,4,21 UCL 
281,K. 토코 에캄비,221,-1.0,4,19 UCL 
282,K. 포르투니스,251,-1.0,4,EBS 
283,K. 피옹테크,215,-1.0,4,19 TOTS 
284,K. 피옹트코프스키,260,-1.0,4,21 UCL 
285,L. 나르싱,246,-1.0,4,UP 
286,L. 로페스,237,-1.0,4,MC 
287,L. 릭켄,256,-1.0,4,BTB 
288,L. 릭켄,261,-1.0,4,22HR 
289,L. 마르티네스,218,-1.0,4,OTW 
290,L. 마르티네스,230,-1.0,4,20 TOTS 
291,L. 마르티네스,260,-1.0,4,21 UCL 
292,L. 바리오스,237,-1.0,4,MC 
293,L. 바리오스,256,-1.0,4,BTB 
294,L. 사마르지치,242,-1.0,4,20 UCL 
295,L. 수치치,260,-1.0,4,21 UCL 
296,L. 스피나촐라,253,-1.0,4,BOE21 
297,L. 스피나촐라,259,-1.0,4,22 TOTN 
298,L. 스피나촐라,265,-1.0,4,LOL 
299,L. 아우구스틴손,253,-1.0,4,BOE21 
300,L. 파볼레티,207,1.0,3,TT 
301,M. 가브라노비치,253,-1.0,4,BOE21 
302,M. 고메스,218,-1.0,4,OTW 
303,M. 고메스,221,-1.0,4,19 UCL 
304,M. 다니엘손,253,-1.0,4,BOE21 
305,M. 드미트로비치,206,0.0,0,TB 
306,M. 라크루아,250,-1.0,4,21 TOTS 
307,M. 라크루아,262,-1.0,4,21NG 
308,M. 바실레프스키,233,-1.0,4,MOG 
309,M. 반데보르트,238,-1.0,4,20NG 
310,M. 베티넬리,260,-1.0,4,21 UCL 
311,M. 브레스웨이트,206,1.0,3,TB 
312,M. 브레스웨이트,242,-1.0,4,20 UCL 
313,M. 브레스웨이트,253,-1.0,4,BOE21 
314,M. 브로조비치,224,-1.0,4,LH 
315,M. 브로조비치,253,-1.0,4,BOE21 
316,M. 브로조비치,260,-1.0,4,21 UCL 
317,M. 브로조비치,265,-1.0,4,LOL 
318,M. 샤파렌코,253,-1.0,4,BOE21 
319,M. 스테켈렌뷔르흐,224,-1.0,4,LH 
320,M. 스테켈렌뷔르흐,231,-1.0,4,VTR 
321,M. 스테켈렌뷔르흐,251,-1.0,4,EBS 
322,M. 스테켈렌뷔르흐,252,-1.0,4,CAP 
323,M. 스테켈렌뷔르흐,253,-1.0,4,BOE21 
324,M. 스테켈렌뷔르흐,260,-1.0,4,21 UCL 
325,M. 스포르티엘로,221,-1.0,4,19 UCL 
326,M. 스포르티엘로,242,-1.0,4,20 UCL 
327,M. 아르나우토비치,218,-1.0,4,OTW 
328,M. 아르나우토비치,224,-1.0,4,LH 
329,M. 아르나우토비치,253,-1.0,4,BOE21 
330,M. 안토누치,214,-1.0,4,TC 
331,M. 에게슈타인,215,-1.0,4,19 TOTS 
332,M. 에드워즈,238,-1.0,4,20NG 
333,M. 오베르마르스,101,0.83,2,ICON 
334,M. 오베르마르스,201,0.86,2,NHD 
335,M. 오베르마르스,207,0.85,2,TT 
336,M. 오베르마르스,214,-1.0,4,TC 
337,M. 오베르마르스,224,-1.0,4,LH 
338,M. 오베르마르스,237,-1.0,4,MC 
339,M. 오베르마르스,246,-1.0,4,UP 
340,M. 오베르마르스,251,-1.0,4,EBS 
341,M. 오베르마르스,256,-1.0,4,BTB 
342,M. 음바예,242,-1.0,4,20 UCL 
343,M. 쿠두스,238,-1.0,4,20NG 
344,M. 테어슈테겐,206,0.78,2,TB 
345,M. 테어슈테겐,214,-1.0,4,TC 
346,M. 테어슈테겐,215,-1.0,4,19 TOTS 
347,M. 테어슈테겐,216,-1.0,4,HOT 
348,M. 테어슈테겐,221,-1.0,4,19 UCL 
349,M. 테어슈테겐,222,-1.0,4,20 TOTN 
350,M. 테어슈테겐,230,-1.0,4,20 TOTS 
351,M. 테어슈테겐,242,-1.0,4,20 UCL 
352,M. 테어슈테겐,256,-1.0,4,BTB 
353,M. 페레이라,206,1.0,3,TB 
354,M. 할슈텐베르크,215,-1.0,4,19 TOTS 
355,M. 할슈텐베르크,221,-1.0,4,19 UCL 
356,M. 할슈텐베르크,242,-1.0,4,20 UCL 
357,N. 마두에케,262,-1.0,4,21NG 
358,N. 모이산데르,224,-1.0,4,LH 
359,N. 모이산데르,252,-1.0,4,CAP 
360,N. 보일레센,237,-1.0,4,MC 
361,N. 보일레센,256,-1.0,4,BTB 
362,N. 슐로터베크,262,-1.0,4,21NG 
363,N. 이시마트-미랑,256,-1.0,4,BTB 
364,N. 카팔도,260,-1.0,4,21 UCL 
365,N. 탈리아피코,215,-1.0,4,19 TOTS 
366,N. 탈리아피코,217,-1.0,4,COC 
367,N. 탈리아피코,222,-1.0,4,20 TOTN 
368,N. 탈리아피코,230,-1.0,4,20 TOTS 
369,N. 탈리아피코,246,-1.0,4,UP 
370,N. 탈리아피코,252,-1.0,4,CAP 
371,N. 탈리아피코,260,-1.0,4,21 UCL 
372,O. 블라호디모스,215,-1.0,4,19 TOTS 
373,O. 블라호디모스,246,-1.0,4,UP 
374,O. 블라호디모스,260,-1.0,4,21 UCL 
375,O. 알론소,252,-1.0,4,CAP 
376,O. 에두아르,262,-1.0,4,21NG 
377,O. 첼루스트카,253,-1.0,4,BOE21 
378,O. 카라바예우,253,-1.0,4,BOE21 
379,O. 카르네지스,221,-1.0,4,19 UCL 
380,P. 골리니,221,-1.0,4,19 UCL 
381,P. 골리니,242,-1.0,4,20 UCL 
382,P. 디오프,210,-1.0,4,GR 
383,P. 라이코비치,230,-1.0,4,20 TOTS 
384,P. 에스투피냔,238,-1.0,4,20NG 
385,P. 에스투피냔,260,-1.0,4,21 UCL 
386,P. 오누아추,217,-1.0,4,COC 
387,P. 오바메양,206,0.75,2,TB 
388,P. 오바메양,207,0.72,2,TT 
389,P. 오바메양,215,-1.0,4,19 TOTS 
390,P. 오바메양,216,-1.0,4,HOT 
391,P. 오바메양,222,-1.0,4,20 TOTN 
392,P. 오바메양,224,-1.0,4,LH 
393,P. 오바메양,230,-1.0,4,20 TOTS 
394,P. 오바메양,252,-1.0,4,CAP 
395,P. 오스발도,237,-1.0,4,MC 
396,P. 지엘린스키,206,0.7,2,TB 
397,P. 지엘린스키,221,-1.0,4,19 UCL 
398,P. 지엘린스키,251,-1.0,4,EBS 
399,P. 클라위베르트,101,0.62,1,ICON 
400,P. 클라위베르트,201,0.7,2,NHD 
401,P. 클라위베르트,207,0.78,2,TT 
402,P. 클라위베르트,214,-1.0,4,TC 
403,P. 클라위베르트,224,-1.0,4,LH 
404,P. 클라위베르트,237,-1.0,4,MC 
405,P. 클라위베르트,251,-1.0,4,EBS 
406,P. 클라위베르트,256,-1.0,4,BTB 
407,P. 호이비에르,210,-1.0,4,GR 
408,P. 호이비에르,253,-1.0,4,BOE21 
409,R. 그라벤베르흐,238,-1.0,4,20NG 
410,R. 그라벤베르흐,250,-1.0,4,21 TOTS 
411,R. 그라벤베르흐,260,-1.0,4,21 UCL 
412,R. 데파울,215,-1.0,4,19 TOTS 
413,R. 데파울,250,-1.0,4,21 TOTS 
414,R. 데파울,260,-1.0,4,21 UCL 
415,R. 레반도프스키,206,0.77,2,TB 
416,R. 레반도프스키,214,-1.0,4,TC 
417,R. 레반도프스키,215,-1.0,4,19 TOTS 
418,R. 레반도프스키,221,-1.0,4,19 UCL 
419,R. 레반도프스키,222,-1.0,4,20 TOTN 
420,R. 레반도프스키,224,-1.0,4,LH 
421,R. 레반도프스키,230,-1.0,4,20 TOTS 
422,R. 레반도프스키,237,-1.0,4,MC 
423,R. 레반도프스키,240,-1.0,4,21 TOTY 
424,R. 레반도프스키,242,-1.0,4,20 UCL 
425,R. 레반도프스키,250,-1.0,4,21 TOTS 
426,R. 레반도프스키,251,-1.0,4,EBS 
427,R. 레반도프스키,252,-1.0,4,CAP 
428,R. 레반도프스키,256,-1.0,4,BTB 
429,R. 레반도프스키,258,-1.0,4,22 TOTY 
430,R. 레반도프스키,260,-1.0,4,21 UCL 
431,R. 레반도프스키,264,-1.0,4,FA 
432,R. 로드리게스,206,1.0,3,TB 
433,R. 로드리게스,216,-1.0,4,HOT 
434,R. 로드리게스,217,-1.0,4,COC 
435,R. 로드리게스,224,-1.0,4,LH 
436,R. 로드리게스,253,-1.0,4,BOE21 
437,R. 린드그렌,237,-1.0,4,MC 
438,R. 말리노우스키,218,-1.0,4,OTW 
439,R. 말리노우스키,221,-1.0,4,19 UCL 
440,R. 말리노우스키,253,-1.0,4,BOE21 
441,R. 바타글리아,206,1.0,3,TB 
442,R. 반레인,246,-1.0,4,UP 
443,R. 보레,264,-1.0,4,FA 
444,R. 아라우호,221,-1.0,4,19 UCL 
445,R. 아라우호,242,-1.0,4,20 UCL 
446,R. 야르스테인,206,1.0,3,TB 
447,R. 야르스테인,224,-1.0,4,LH 
448,R. 오르솔리니,219,-1.0,4,19NG 
449,R. 카르스도르프,246,-1.0,4,UP 
450,R. 크리스텐센,260,-1.0,4,21 UCL 
451,R. 푸네스 모리,217,-1.0,4,COC 
452,R. 피에르-가브리엘,210,-1.0,4,GR 
453,R. 피콜리,221,-1.0,4,19 UCL 
454,R. 호프만,221,-1.0,4,19 UCL 
455,S. 데이비스,252,-1.0,4,CAP 
456,S. 덴스빌,237,-1.0,4,MC 
457,S. 덴스빌,246,-1.0,4,UP 
458,S. 드를랴차,242,-1.0,4,20 UCL 
459,S. 로보트카,221,-1.0,4,19 UCL 
460,S. 리히트슈타이너,201,0.5,1,NHD 
461,S. 리히트슈타이너,206,0.75,2,TB 
462,S. 리히트슈타이너,214,-1.0,4,TC 
463,S. 리히트슈타이너,224,-1.0,4,LH 
464,S. 밀린코비치-사비치,206,0.57,1,TB 
465,S. 밀린코비치-사비치,210,-1.0,4,GR 
466,S. 밀린코비치-사비치,230,-1.0,4,20 TOTS 
467,S. 밀린코비치-사비치,242,-1.0,4,20 UCL 
468,S. 밀린코비치-사비치,250,-1.0,4,21 TOTS 
469,S. 반덴베르흐,221,-1.0,4,19 UCL 
470,S. 쇼레티레,260,-1.0,4,21 UCL 
471,S. 에스포지토,238,-1.0,4,20NG 
472,S. 치시,242,-1.0,4,20 UCL 
473,S. 칼라이지치,253,-1.0,4,BOE21 
474,S. 코아테스,206,1.0,3,TB 
475,S. 코아테스,250,-1.0,4,21 TOTS 
476,S. 코아테스,252,-1.0,4,CAP 
477,S. 크리스토포로,210,-1.0,4,GR 
478,S. 크리우초우,210,-1.0,4,GR 
479,T. 게브레 셀라시,224,-1.0,4,LH 
480,T. 니안주,221,-1.0,4,19 UCL 
481,T. 니안주,238,-1.0,4,20NG 
482,T. 니안주,242,-1.0,4,20 UCL 
483,T. 니안주,260,-1.0,4,21 UCL 
484,T. 델레-바시루,297,-1.0,4,MCFC 
485,T. 도일,242,-1.0,4,20 UCL 
486,T. 리브라멘토,262,-1.0,4,21NG 
487,T. 모턴,260,-1.0,4,21 UCL 
488,T. 바카요코,206,0.75,2,TB 
489,T. 바카요코,207,1.0,3,TT 
490,T. 바카요코,214,-1.0,4,TC 
491,T. 바카요코,218,-1.0,4,OTW 
492,T. 바카요코,233,-1.0,4,MOG 
493,T. 바카요코,246,-1.0,4,UP 
494,T. 알데르베이럴트,201,0.73,2,NHD 
495,T. 알데르베이럴트,206,0.0,0,TB 
496,T. 알데르베이럴트,214,-1.0,4,TC 
497,T. 알데르베이럴트,215,-1.0,4,19 TOTS 
498,T. 알데르베이럴트,221,-1.0,4,19 UCL 
499,T. 알데르베이럴트,224,-1.0,4,LH 
500,T. 알데르베이럴트,233,-1.0,4,MOG 
501,T. 알데르베이럴트,237,-1.0,4,MC 
502,T. 알데르베이럴트,246,-1.0,4,UP 
503,T. 알렉산더-아놀드,210,-1.0,4,GR 
504,T. 알렉산더-아놀드,214,-1.0,4,TC 
505,T. 알렉산더-아놀드,215,-1.0,4,19 TOTS 
506,T. 알렉산더-아놀드,217,-1.0,4,COC 
507,T. 알렉산더-아놀드,220,-1.0,4,20 TOTY 
508,T. 알렉산더-아놀드,221,-1.0,4,19 UCL 
509,T. 알렉산더-아놀드,230,-1.0,4,20 TOTS 
510,T. 알렉산더-아놀드,233,-1.0,4,MOG 
511,T. 알렉산더-아놀드,240,-1.0,4,21 TOTY 
512,T. 알렉산더-아놀드,242,-1.0,4,20 UCL 
513,T. 알렉산더-아놀드,259,-1.0,4,22 TOTN 
514,T. 알렉산더-아놀드,260,-1.0,4,21 UCL 
515,T. 자말레티노프,210,-1.0,4,GR 
516,T. 치오네크,206,1.0,3,TB 
517,T. 페크하르트,251,-1.0,4,EBS 
518,V. 오지자-오포,206,0.0,0,TB 
519,V. 치한코우,253,-1.0,4,BOE21 
520,W. 트로스트-에콩,217,-1.0,4,COC 
521,Y. 라키츠키,206,1.0,3,TB 
522,Z. 유누조비치,224,-1.0,4,LH 
523,Z. 이브라히모비치,201,0.78,2,NHD 
524,Z. 이브라히모비치,214,-1.0,4,TC 
525,Z. 이브라히모비치,215,-1.0,4,19 TOTS 
526,Z. 이브라히모비치,224,-1.0,4,LH 
527,Z. 이브라히모비치,231,-1.0,4,VTR 
528,Z. 이브라히모비치,237,-1.0,4,MC 
529,Z. 이브라히모비치,264,-1.0,4,FA 
530,Z. 이브라히모비치,265,-1.0,4,LOL 
531,Z. 첼리크,250,-1.0,4,21 TOTS 
532,Z. 첼리크,260,-1.0,4,21 UCL 
533,É. 바레토,216,-1.0,4,HOT 
534,É. 바레토,224,-1.0,4,LH 
535,Ș. 라두,206,0.0,0,TB 
