,name,class_id,reviews,label
23,로비 파울러,101,잉국 투톱으로쓰는데 생각보다는 너무좋네요 움직임이랑 골결 의외로 약발도 잘들어감..침투도 잘하고 체감도 좋아서 재밌네요 한번 써보는거 강추용,1
24,로비 파울러,101, 잉국 투톱 정도 쓰시면 그 어떤 애보다 준수합니다.. 하지만 전부로 따졌을때는 상타치지는 못하는데.. 잉국이 은근히 왼발 스트 자원이... 그냥 뭐랄까.. 얘 평소 이미지대로.. 생각보다는 좋고 현실적으로는 그리 좋지는 않고.. 확실한건 스트로써는 빤스보다는 훨씬 낫네요..,1
25,로비 파울러,101,침투 움직임 하나는 진짜 기가막힘,1
26,로비 파울러,101,은카기준 잉국 푸스카스,1
27,로비 파울러,101,5카 리버풀 St 기용중지금까지 리버풀 선수 많이 써봤는데 이놈만큼 똑똑하게 침투해주는놈 없다 약발은 골결이 높아서 패널티박스 안에서는 체감 안되고 무각슛이 뒤진다 진짜 ㅋㅋ 다들어감 감아차기도 왼발은 이게 아이콘이다 싶음장점: 움직임 골결 속도 감아차기단점 : 페널티밖 약발슛 몸싸움(코치달아주면 괜찮아짐),1
28,로비 파울러,101,"무려 안필드의 신이라고 불리던 리버풀 레전드여서 어떻게든 감성으로 써보려고 했으나 기존 선수들과의 조합이 너무 맞지 않아서 결국 이적시장에 올려놨습니다 .. 체감은 쓰다보니 평범한 수준이었고 성능도 괜찮은 편이었으나 플레이스타일 상 도저히 제 스쿼드에 낄 자리가 없네요 . 기본적으로 조금 내려오는 편이며 침투 움직임이 활발하지 않습니다 . 톱으로 쓰기엔 몸싸움이 많이 아쉽고 속가는 준수하나 침투시 수비와 접촉 할 일이 생기면 어김없이 튕기거나 부딪히는 순간 가속이 죽어서 제대로 된 역할을 못 해줍니다 . 공미나 세컨 톱에 썼을때도 전체적으로 아쉬운 모습이었구요 . 신체 스펙에서 보다시피 풀백한테도 지는 수준이고 이 때문에 드리블을 하며 ZD 각을 만들기에도 힘들었네요 . 슈팅은 정말 왼발 한정 1 티어 급 임이 분명하나 약발도 있고 피지컬적인 문제 때문에 월클따리 똥손 유저인 저에게는 사용이 어려웠습니다 .. 1,2선 모두 써봐도 동 급여인 21 토츠 살라 3카보다 나은 점이 없는 것 같아서 그냥 처분하기로 했네요 . 몸싸움이 조금만 좋았더라면 … 상당히 아쉽습니다",0
29,로비 파울러,101,"내가 은카를 써서 그런가 침투,골결 개미쳤네",1
30,로비 파울러,101,미친 가성비,1
31,로비 파울러,101,님이나 쳐 접으셔야할듯 c키 누르면 비홒콘은카로 어케 풀백한테 몸쌈을 쳐털리시는지 ㅋ,-1
32,로비 파울러,101,하프데이 데일리에서 아이콘팩 먹고 접시에 물떠놓고 기도하면서 뽑앗더니 파울러 ; 꼴에 아이콘다운 모습좀 보여줄수 있겟지 기대했으나 몸쌈 풀백한테지는거보고 바로 손절쳐서 이적시장 침투시킴 3월인가에 뽑아서 자격증공부하느라 묵혀놧다가 오랜만에 써보니 말이안되게 구리네,0
33,로비 파울러,101,약발 넣어줄건 다 넣어주고 가속 골결 대만족임 솔직히 그냥 로비 갓 파울러 좋아해서 쓰는것도 있지만 리버풀 격수 중에서 골결 하나는 탑급인듯 진짜 ㅋㅋ,1
34,로비 파울러,101,고민하지말고 수지요,0
35,로비 파울러,101,진심 왼발슛 다들어감ㅋ 오른쪽윙어로 쓰셈 쓸거면 오른발도 준수함 왼발이 미친놈임 걍ㅋㅋㅋ,1
36,로비 파울러,101,썩콘 3카부터도 쓸만하다 새끼들아ㅋㅋㅋ죹쳐 되도 안한 니들 손가락 탓해야지응 난 챔티 ^^,-1
37,로비 파울러,101,은카 쓰는중인데 ㅈㄴ 슛뽕맛 지려요,1
38,로비 파울러,101,썩콘은 5카부터,-1
39,로비 파울러,101,예도 시즌카 약발4인대 아이콘이면 좀 올려줘라 LA도 약발3이라고 비비지말고,-1
40,로비 파울러,101,파울러 5카에 패스 후 바로 침투 훈련코치 사용중입니다~ 푸스카스를 안써봐서 잘모르겠지만 침투 잘하고 왼발 걸리면 골결 작살입니다. 치달 빠르고 헤딩도 은근히 잘 따요.현 메타에서 헤딩이 잘 안들어가서 크로스를 잘 안올리지만 측면 고립시 크로스 올렸을때 헤딩 골 잘넣어주더라구요.몸싸움 엄청 밀린다고들 하시는데  아이콘 특유 아다리인지 경합시에 볼 소유 잘 해줍니다.감독명 5RAK 참고해주세용,1
41,로비 파울러,101,잉글랜드 국대 LAM으로 파울러 쓰고있는데 몸쌈 그저그럼 패스 그저그럼 근데도 쓰는이유는 D슛이 뒤짐 진짜로 왼발잡인데 LAM두고 D슛 파포스트로 차면 아웃사이드로 맞뒈슛 차는데 앵간하면 골대 아님 골임 그래서 못버리고 쓰는중,1
42,로비 파울러,101,"파울러 욕나오는 후기.패치 되고 나서 피파에 무료함도 느껴지고 새로운 재미를 찾으려고 본캐는 콘 대장 팀(지단, 카카, 드로그바, 에우제비우, 크루이프) 하고 있고, 부캐는 썩콘 하고 있습니다. 근데 파울러는 그 썩콘 들 중에서도 이언 라이트와 함께 뒤에서 1,2 위를 다루는 썩콘입니다. 이언 라이트는 스탯에 비해서 완전한 뻥 스탯이고, 로비 파울러는 약발 절단난 애입니다. 약발 상향 되어서 이정도 넣어주는 거면, 예전에는 어땠을지 상상 안 될 정도입니다. 플레이 스타일이 박스안에서 만드는 걸 좋아하는데(로패 이후, 논스톱 슛이 나가서 티어 수직 상승중입니다.) 이 녀석은 논스톱 슛에서 약발로 차면 가끔 골대를 빗겨가는데 그러면 정말 빡칩니다. 썩콘 팀 하더라도 파울러는 거르시길.",0
43,로비 파울러,101,틀딱이라 피파에서 처음 알았는데체감이 생각보다 좋아서 놀람,1
44,로비 파울러,101,아참 정발 감차랑 D중거리 줜나 좋음 D중거리는 아이콘 레이저슛 체감가능,1
45,로비 파울러,101,42211 RM위치인데 안쪽으로 붙여서 RAM으로 사용중 역크 정확도 버프된 현메타에서  컷백후 박스안에서 감차 안뚫릴거같으면 역크 가끔 직선 침투후 박스안에서 오른발 DD로 마무리. 박스안 약발은 패치전 약발4와 비슷함 체감 각목일줄 알았는데 방향전환 빠릿함. 페리시치보다 빠릿하고 베일이랑 비슷한 정도 사이드 찢을정도 충분 푸트리랑 같이 사용중인데 돈 안아깝,1
46,로비 파울러,101,쓰지마 제발 피르미누써 제발,0
47,로비 파울러,101,이런 쓰레기에 평점 4점달아주는 콥등이들 ㄷㄷ,0
48,로비 파울러,101,그냥 개씹쓰레기 리버풀이면 호베르투 피르미누씁시다,0
49,로비 파울러,101,...,-1
50,로비 파울러,101,가성비 상급 아이콘,1
51,로비 파울러,101,"4-1-2-3 원톱에 쓰다가 콘러시 영입으로 토츠 살라 대신 오른쪽 윙으로 사용 중.원톱일 때는 상당히 무난무난한 공격수입니다. 시즌카 격수 스탯들이 점점 상향되는 탓에 속가 몸쌈 체감 연계 침투 등등...주발 슈팅능력 제외하면 무난한 원톱 자원입니다. 쓰레기니 썩콘이니 하는건 지들이 못하는거 같고요. 피지컬 때문에 실제 몸쌈은 좀 약한 편인데, 반응속도가 좋은건지 수비랑 비비는 우당탕탕 혼전 상황에서 볼 소유권 되찾고 공격 이어가는 모습이 꽤 자주 나옵니다. 이게 대부분 골로 연결되기 때문에 은근히 쏠쏠합니다. 전혀 기대 안 한 헤딩도 은근히 잘 따줘서 재미나게 쓸 수 있습니다.살라 대신 윙 자원에 뒀을 때도 장점 발휘하기 좋습니다. 웬만한 윙백보다 몸쌈 헤딩 다 앞서기 때문에 연계도 편하고, 주발로 크로스 올리면 꽤 정확하게 갑니다. 특히 감차랑 슛파워가 좋기 때문에 사이드에서 가운데로 돌파하면서 먼쪽으로 감아차는 루트로 득점하기 쉽습니다.가장 아쉬운 건 약발...롱패스나 크로스 때 약발 걸리면 삑사리 자주 나고요. 중거리 각에서도 왼발은 기가 막힌데 오른발은 많이 아쉽습니다. 박스 안에서는 은근히 잘 넣는데 그래도 가끔 어이없이 날릴 때가 있는건 어쩔 수 없네요.",1
52,로비 파울러,101,똥손아니면 좋아요ㅋㅋㅋ,1
53,로비 파울러,101,하..,0
54,로비 파울러,101,좆 같은 새@끼,0
55,로비 파울러,101,솔직히 말씀드리면 무색무취임. 몸싸움이 ㅆㅎㅌㅊ라 그냥 기회보다가 중거리용으로 쓰면 좋음. 하지만 그 과정이 힘듦.5점 만점 기준침투:3몸싸움:2연계:2.5헤딩:3.5~4골결(주발 왼발 기준):4.5,0
56,로비 파울러,101,왼,-1
57,로비 파울러,101,오른발은 좋음,-1
58,로비 파울러,101,감독모드만 하시는 분인가 보네,-1
59,로비 파울러,101,평 지린다 살 마음이 뚝 떨어지네,0
60,로비 파울러,101,ㄹㅇ 메시처럼 윙쪽에 두면 좋은듯 역습ㄸㅐ 윙ㅇㅔ 뿌려주면 속가도 빨라서 풀백이 잘 못따ㅇ라옴 몸싸움도 앵간치 버텨주고,1
61,로비 파울러,101,생각보다 쓸만한데 싼 아이콘은 싼 이유가 있음.,0
62,로비 파울러,101,St도 좋은데 투톱에 얘 센포도 좋은듯 침투 속가 개사기자너,1
63,로비 파울러,101,닥 아이콘,-1
64,로비 파울러,101,+연계도 러시보다는 훨씬 좋음,-1
65,로비 파울러,101,리네커,-1
66,로비 파울러,101,돈 부족하면서 아이콘 써보고 싶다고 싼 애 사서 쓰면 진짜 후회한다.,0
67,로비 파울러,101,앰버서더 5카로 갈아탄다 ㅂㅇㅂㅇ,0
68,로비 파울러,101,걍 개쓰레기네 1판쓰고 버린 선수는 처음이다;;,0
69,로비 파울러,101,원톱에 쓰면 별로고 약발 죽이고 싶지만왼발이 넘사임 투톱 침투랑 헤딩 감차 치달 좋음,1
70,로비 파울러,101,"잉글랜드 케미 받으면서 파울러 케인/시어러 투톱으로 쓰고 있는데 왼발은 개사긴데 오른발이;;;그래도 민벨이 좋아서 체감 좋음침투 좋음치달 좋음감차는 개사기, 진짜 궤도가 다름헤더는 위치선정이 좋아서 침투해서 잘 따기는 하는데 키가 작아서 주변에 수비있으면 못 넣음.몸싸움은 나쁘지는 않은데 어이없게 빼기는 경우가 아주 자주 있음원톱도 써봤는데 닥 투톱. 원톱 쓸바에는 안 쓰는게 나음그래도 가끔씩 약발로 차는데 주발로 착각할 정도로 잘 찰때 있기는 함 급여 남고 투톱 쓸수 있으면 써보는 것도 나쁘지 않음*w 잘 주는 애 있으면 더 좋음",1
71,로비 파울러,101,아 ㅋㅋ 파울러 오른발 선수인지 알고 오른발로만 때렸는데 잘들어감 ㅋㅋ 근데 스텟보려고 누르니까 왼발이였네 ㅋㅋㅋㅋ,1
72,로비 파울러,101,급여되시면 당장 갈아타세요 ㅎㅎㅎ체감 침투 그리고 감아차기가 메시급 ^^티어는 챔스입니다 ㅎ,1
73,로비 파울러,101,파울러 팬이라 다 써봣는데 TT 금카는 정말 개구데기고 핫5카는 움직임 같은데 벨런스랑 감아차기가 안됩니다 대신 약발 4라는 메리트가있는데  아이콘이 약발 3이라도 성능으로 넣어버립니다 닥아이콘 하세요,1
74,로비 파울러,101,아이콘만 써봤는데 굳이 업그레이드는 비추드려요. 아이콘도 몸싸움 그닥이라..전 파울러 쓰다가 러시로 바로 갈아탔습니다.,0
75,로비 파울러,101,감아차기가 메시급인데;; 감아차는 궤도부터 다름;;,1
76,로비 파울러,101,센터에서 몸안되는 선수 쓰려면 무조건 투톱 세워야됨분산시켜서 기회를 잡아야 장점인 침투/속가를 활용할수 있음골결은 둘다 완전 좋음ㅋ 약발도 준수함 이상이고의외로 쓸만하다고 생각되네요,1
77,로비 파울러,101,둘다 투톱으로 사용중인데용둘이 가치 투톱으로 사용하면 시너지 작살나네요긍데 혼자 원톱으로 세우면 둘다 별로 눈에 띄질 않아요ㅋㅋㅋ발이 빠르다 한들 뚱댕이 센백한테 잡히면 속도가 확 줄어서빠른발이 무용지물ㅋㅋㅋㅋ 둘중 하나를 원톱에 쓸빠엔 윙어로사용하시는게 나을듯ㅋ 둘다 원톱 자원은 절대 아닌거 같음연계/감차/속가/침투는 둘다 굉장히 ㅅㅌㅊ 로 느껴짐ㅋ몸쌈/제공권은 무조건 포기하셔야되구용,1
78,로비 파울러,101,닉값 못하네 병신,-1
79,로비 파울러,101,감차 선수는 옵뚫 없는게 좋아요 옵뚫있으면 감차각 나오기 힘듬그러면서 침투는 할땐 잘해줍니다,-1
80,로비 파울러,101,얘 지금 데일리차트 순위 3등임근데 다들 잘 못쓰시고 있네얘는 투톱일때 빛을 발휘함,1
81,로비 파울러,101,아 그리고 감차가 뒤집니다 개좋아요,1
82,로비 파울러,101,침투 해줘야할때는 해주고 미친놈 마냥 시도때도없이 침투하는 스타일은 아닙니다..다만 스피드 좋고 체감 좋고 주발 슛파워가 좋고 약발도 심하게 삑사리 나지 않아서 전 잘 쓰고 있어요..티어는 챔입니다,1
83,로비 파울러,101,진짜 개좋다..;,1
84,로비 파울러,101,셰링엄사지말고 파울러사세요 지금 메타에는 이게 더 맞는듯요개빠릿하고 골결개좋음 그래도 아이콘이긴함ㅋㅋ,1
85,로비 파울러,101,골결 좋아서 약발 체감 4 넘습니다,1
86,로비 파울러,101,약발3이라 개에바긴하네,0
87,로비 파울러,101,체감 갑 네이마르인줄,1
88,로비 파울러,101,골결에 커브가 높다보니 페널티 안에서의 감아차기는 약발도 괜찮더라고요 ㅎㅎ,1
89,로비 파울러,101,그냥 누군지도 모르겠고 별로 안유명해서 인기없어서 다들 파는거지 뭔ㅋㅋ,-1
90,로비 파울러,101,아그리고 감차 좋아요 메타 바뀌면 더 좋아질것 같음,1
91,로비 파울러,101,"아니 애들 다 쓰레기라하는데 ㅋㅋㅋ  난 생각 다르다 ㄹㅇ이니까 믿어라, 몸싸움 은근 잘비빈다 보아텡이 몸싸움 비비길래 아 밀리겠다 했는데 c누르고 드리블 쳤더니 나가 떨어지고 넘어지더라 ㅋㅋ 그리고 몸싸움이랑 속가가 스루 찔러줄 때 아궤로는 앞 수비 경합에서 걍 밀리던데 이놈은 비비면서 헤짚고 나와서 스루 따냄 헤딩은 침투로 수비 앞으로 가서 의외로 움직임으로 잘 따고 헤딩 스텟이 높아서 헤딩이 강뚝처럼 세게 나가지 않지만 일직선으로 가서 따면 들어감 왼발 슛은 말 할거없이 걸리면 거의 다 들가고 오른발은 믿지 않는게 좋긴함 근데 얘가 알아서 왼발로 깎아서 차서 걱정은 크게 없음",1
92,로비 파울러,101,짝발 ㅆㄹㄱ,0
93,로비 파울러,101,그래도 아이콘은 아이콘이군 좋네 ㅋ,1
94,로비 파울러,101,약발 4로 패치좀 다른시즌은 다 약발 4고만,-1
95,로비 파울러,101,ㄹㅇ 아닌듯 몸빵은 못쓰겠다 발로텔리가 그리워지는건 처음,0
96,로비 파울러,101,추가 - 헤더 따줄껀 따줌 수비보다 앞에있으면 확률이 높음. 단 190키면 조금 어려움,-1
97,로비 파울러,101,왼발 7 약발 2 느낌임 침투는 좋고 zd 도 잘 감기는데 진짜 핫 호돈 1카보다도 별로임. 다 좋ㄴ은데 휴지컬 + 약발,0
98,로비 파울러,101,진짜 딱 가성비 아이콘. 개인적으로 바조보단 좋게썼고 한쪽발없고 느린 에우느낌. 아이콘이라 그런지 핫5카보단 훨씬 좋지만 돈만되면 에우ㅊㅊㅊ,0
99,로비 파울러,101,아구에로랑 투톱쓰는데 움직임이나 골결이 생각보다 좋아서 재밌네요.,1
100,로비 파울러,101,"장점:슈팅이랑 슛 파워는 진짜 좋아요 박스 밖에서 때려도 잘들어갑니다단점: 1. 체감: 핫네이마르,핫페리시치 쓰다가 이거 쓰니까 체감이 진짜 둔함.. 뭔가 한박자 느린 느낌2. 몸싸움: 핫네이마르보다 안좋은 느낌, 둘다 몸싸움은 좋진않지만 네이마르는 뺏겨도 다시 따라가서 뺏을라고하는데 얘는 그냥 밀려서 시도 조차 할수없음, 그리고 쓰러지면 늦게 일어남3. 약발: 1대1이나 견제가 없는 상황에서는 양호하지만 견제가 들어오면 매우 약하다.4. 침투: 일단 호나우두처럼 잘 내려오는거같다. 침투를 잘할때도있지만 가끔 멍청하게 뜸들이다가 이제서야 침투할때가 있음5. 스피드: 그렇게 빠르진않음중거리용으로 쓰기 딱 좋은데4231 포메이션을 쓰다보니 톱은 토날두가 있어서 몸싸움이나 침투 약발 스피드 이런면에서 호날두가 밀릴일은없고공미로 쓰자니 몸싸움이 안되고 중거리는 좋지만 핫굴리트가 버티고있기에 패스윙으로 쓰자니 체감이나 드리블 몸싸움이 별로여서 핫네이마르쓰는게 나을듯 하다",0
101,로비 파울러,101,러시를 안써봐서 잘 모르겠는데 러시가 침투 잘하는 편이면 어울릴 것 같아요,-1
102,로비 파울러,101,성능은 핫우두1카가 더좋은듯,0
103,로비 파울러,101,1. 체감 빠릿한 편입니다2. 몸싸움 침투상황에 윙백은 몸싸움+밸런스로 밀고 들어갑니다 센백은 케바켄데 1티어급 센백 만나면 십중팔구 공뺏겨요3. 헤더 헤더 땄을 때 정확도는 좋은데(닿으면 5개중 4개쯤 들가는듯)경합 상황에서 센백이랑 붙으면 거진 못따요 러닝헤더 노리시는게 좋습니다4. 슈팅 이부분이 좀 하자인데 왼발은 슈팅 상~최상정도 되는데 오른발은 큰 기대 안하는게 좋습니다 잘 못넣고 유효슈팅만 나오는 수준 감차도 별로라 D랑 DD만 쓰는게 맘 편합니다5. 움직임 정적인 편입니다. 투톱 짝 루니보다 덜움직여요6. 총평 개인적으로 토티 음바페에 헤더 좋아진 느낌이에요 LS 자리가 젤 좋았고 연계 크로스 다 에지간해서 LW랑 벌려진 LAM도 쓸만했습니다 딱 제값 하는 선수니 재미로는 써볼만한 것 같아요,1
104,로비 파울러,101,에우같은 아이콘대비이야기구요 20토티음바페랑 바꿔가며 썼는데 쭈욱써보면서 느낌은 20토티 음바페가 좀더 좋습니다,0
105,로비 파울러,101,한달 팀캐미+3받고 쓰고 수수료 똔똔되게 팔았습니다 에우랑 크루이프 같이 썼는데 파울러는 정말 아이콘은 아니네요 타 아이콘대비 헤더는 중상정도로 괜찮구요 나머지는 하급이긴합니다,0
106,로비 파울러,101,주 득점원이 헤더는 아닌가보네요ㅎㅎ,-1
107,로비 파울러,101,"헤더는 즐라탄이나 드멘처럼 자리 딱 잡고 몸으로 따는 게 아니라 뒷공간에서 크로스 올라오는 지점으로 뛰어들어오면서 점프력이랑 움직임,위치선정으로 따는 느낌이에요. 헤딩으로 한 2골 넣었는데 갑자기 튀어나오면서 따주는 느낌이에요",-1
108,로비 파울러,101,얘 국대팀에 투톱으로 쓰는데 침투 좋고 몸싸움은 버텨줄만큼 버텨주고 왼발에 걸리면 다들어가네여~ 아이콘은 아이콘인가봅니다...챔스입니다 참고로,1
109,로비 파울러,101,개 씹새끼 핫 5카 쓰다 넘어왔는데 정말 좆병신새끼임 내 수수료 ㅅㅂ,0
110,로비 파울러,101,약발3이랑 몸쌈 안되는걸 왜뺌;;,0
111,로비 파울러,101,좋.음,1
112,로비 파울러,101,"아이콘 램파드, 파울러 맨시티케미로 맞춰서 써본결과 나쁘지않음. 아이콘은 다른 시즌과는 그냥 다른듯.키가 175인것과는 다르게 인게임에서는 헤딩골도 잘 넣어주고 침투도 어느정도 해주고 골결도 좋음.하지만 약발 3인게 조금 걸림. 약발이 3인것과 몸쌈이 안된다는 것 이것만 빼면 정말 쓸만한 격수임.",1
113,로비 파울러,101,심지어 약발도 4에서 3으로 다운그레이드 당함..;;,-1
114,로비 파울러,101,대체 다른시즌보다 키는 왜 작은거냐,-1
115,로이 킨,101,하안 ㅋㅋ ㅅㅂ 졸라 무식하누,-1
116,로이 킨,101,너나 병먹금해라,-1
117,로이 킨,101,1카좀 주세요,-1
118,로이 킨,101,.,-1
119,로이 킨,101,.,-1
120,게리 네빌,101,몬가 부족하긴함 둘다 장점 보고 사시길둘다 써봤고 했지만 장점이 서로 너무 갈림,-1
121,게리 네빌,101,+슈팅은 패널티 박스 안에서는 넣을건 넣는데 아크에서 ZD 쏘면 날라가는 경향 있음.,-1
122,게리 네빌,101,RDM으로 3카 사용중임. 일단 기본적으로 커팅이 돼서 그런가 중앙에서 자를건 잘라줌. 키는 작아보이지만 점프가 ㅈ됨. 발락이랑 붙으면 거의 다 땄음. 그리고 풀백이라 간간히 사이드에서 크로스 올리는데 아이콘빨 받아서 그런지 대가리에 잘맞게 올라감.요약1. 커팅 개좋음2. 키는 작은데 헤딩 잘땀3. 풀백이라 크로스 ㅈ됨,1
123,게리 네빌,101,크로스 지립ㄴ디ㅏ,1
124,게리 네빌,101,친선 경기를 위주로 하는데 감성도 좀 챙기고 특성팀컬러도 받자는 생각으로 콘 네빌을 질렀는데진짜 생각보다 괜찮음유튜버들이 그냥 평가를 안하는 이유는 이정도 급여를 공식경기에서 풀백으로 기용할 이유가 없고 센터백에는 더 좋은 자원들이 많아서 좋게 평가 안하는 거지 친선만 하는 내 입장에서는 솔직히 진짜 괜찮음몸싸움이 좀 밀리고 속도가 엄청 빠르지 않다라는 것 제외하고는 컷팅도 잘하고 패스도 좋고해서 만족스러움!,1
125,게리 네빌,101,센터백으로 써보신분 계신가요,-1
126,게리 네빌,101,수미 좋아요근데 수미가 공격 후방 대기해도 나오기 때문에 슛팅할 기회있는데 거의 대부분 다 놓침 심하게 놓침,1
127,게리 네빌,101,센터백,-1
128,게리 네빌,101,누가 풀백에 급여를 23이나 쓰냐,0
129,게리 네빌,101,체감은 좋지도 안좋지도 않는 무난한 느낌이었습니다 속력은 풀백치고 좀 아쉬웠어요아놀드나 칸셀루처럼 빠르진 않았어요 수비력은 좋았습니다 상대 마크를 거의 놓치는 법이 없었고 태클도 괜찮았습니다 몸싸움도 그냥 무난했고 연계는 좋았습니다 특히 크로스가 정말 좋았어요 AI도 좋았습니다 자리도 잘 잡아주고 가출을 많이 하기보단 좀 자리를 지켜주는 모습을 많이 보여주었습니다 총평을 하자면 아이콘 치고는 전체적으로 무난함이 강했습니다 뭔가 아이콘으로서의 터트려주는 뭔가 폭발력이 없었어요 그래서 풀백에 아이콘을 투자하기엔 너무 좀 낭비라는 생각과 요즘 빠르고 가성비 성능 좋은 풀백들이 많기 때문에 딱히 메리트가 없는것 같네요,0
130,게리 네빌,101,약발만 아니였으면 계속 썻다 씨.발. 약발 패스삑 존 나 나서 판다,0
131,게리 네빌,101,급여 21정도만 됐어도 인기 꽤 있을텐디;; 23은 너무 높아,0
132,게리 네빌,101,위치선정 오버래핑 지리던데... 슛팅도 개지리고 ㅋㅋ 물론 급여땜에 친선용이거나 맨유용... ㅋ,1
133,게리 네빌,101,1,-1
134,폴 스콜스,101,폴 스콜스,-1
135,폴 스콜스,101,스콜스는 콘도 이모양,0
136,폴 스콜스,101,추가몇번 더 써보니까 스콜스 약발이 제라드 약발보다는 좋음 제라드 약발은 그냥 갱생 불가임스콜스는 그래도 각만 잘 잡고 차면 오른발 못지 않은 슛팅이 나온다.그래도 컨디션이 안 좋으면 약발 2임,0
137,폴 스콜스,101,한마디로 오른발 호카임 십스레기,0
138,폴 스콜스,101,이 쉐이키는 동굴에서 피파하나.. 리뷰가 왜 이리 오래 걸려,-1
139,폴 스콜스,101,슈팅 진짜 세다는게 느껴지네요.Ebs 쓰다가 돈 더 주고 샀는데 패스 퀄리티도 패마가 있는게 느껴진다고 표현해야할듯! Ebs는 패스삑이 자주 나와서 불만이었음ㅠ,1
140,폴 스콜스,101,어떠냐 이거,-1
141,폴 스콜스,101,.,-1
142,데이비드 베컴,101,Zd궤적미쳣음..,1
143,데이비드 베컴,101,공미로는 너무 둔해서 못 쓰겠음.. 슛이 개사기긴 한데 그 뿐인 느낌이랄까.. 벤제마보다 딱히 나은 점 없는 거 같은데..,0
144,데이비드 베컴,101,The ZD,1
145,데이비드 베컴,101,안녕하시오 나 미셸플라티니 이올시다 . 베컴 4카를 쓰고 있는데 좆소,1
146,데이비드 베컴,101,돈값못함 근데 지단보단 돈값함 이건팩트 ㅎㅎ,0
147,데이비드 베컴,101,일년 가까이 썼는데크로스 원툴임.근데 그 크로스가 ㅈ사기긴 함.돈값은 못함. 22토 덕배 1카선에서 성능은 정리됨.감성값이 큰데 감성이 최상,0
